Datetime,Location,Item,TransactionQty
07/12/21 06:10:04 PM,L1,I1,-160
07/12/21 06:10:17 PM,L1,I10,-80
07/12/21 06:10:28 PM,L1,I8,-35.4
07/12/21 11:43:11 AM,L1,I4,-100
07/13/20 06:59:01 PM,L1,I3,-100
07/13/20 06:59:51 PM,L1,I1,-80
07/13/20 07:15:24 PM,L1,I1,-80
07/13/20 07:15:51 PM,L1,I5,-40
07/13/21 06:41:17 PM,L1,I5,-40
07/13/21 06:41:48 PM,L1,I3,-100
07/13/21 07:06:22 PM,L1,I10,-40
07/13/21 07:10:36 PM,L1,I6,-120
07/14/20 05:06:13 PM,L1,I9,-80
07/14/20 05:06:21 PM,L1,I10,-80
07/14/20 05:11:34 PM,L1,I2,-40
07/14/20 05:12:44 PM,L1,I3,-100
07/14/20 05:13:01 PM,L1,I1,-160
07/14/20 05:13:23 PM,L1,I10,-80
07/14/21 06:48:53 PM,L1,I4,-40.3
07/14/21 06:51:23 PM,L1,I8,-41
07/14/21 06:52:03 PM,L1,I7,-60
07/14/21 06:52:11 PM,L1,I6,-80
07/15/19 06:29:21 PM,L1,I2,-40
07/15/19 06:29:30 PM,L1,I3,-100
07/15/19 06:29:39 PM,L1,I4,-100
07/15/19 06:42:14 PM,L1,I1,-120
07/15/19 06:42:39 PM,L1,I9,-80
07/15/19 06:42:51 PM,L1,I10,-80
07/15/19 06:50:38 PM,L1,I1,-40
07/15/19 06:50:49 PM,L1,I3,-100
07/15/19 06:51:39 PM,L1,I7,-30
07/15/20 04:13:59 PM,L1,I8,-40
07/15/20 04:14:14 PM,L1,I1,-160
07/15/20 04:14:43 PM,L1,I10,-40
07/15/21 05:11:54 PM,L1,I4,-200
07/15/21 05:12:17 PM,L1,I3,-100
07/15/21 05:12:45 PM,L1,I8,-40
07/16/18 01:57:51 PM,L1,I1,-120
07/16/18 01:58:05 PM,L1,I5,-80
07/16/18 01:58:16 PM,L1,I6,-80
07/16/18 01:58:24 PM,L1,I7,-30
07/16/18 01:59:23 PM,L1,I10,-40
07/16/18 01:59:41 PM,L1,I9,-40
07/16/18 07:43:17 PM,L1,I2,-40
07/16/18 12:08:33 PM,L1,I4,-100
07/16/18 12:13:03 PM,L1,I6,-80
07/16/19 04:27:27 PM,L1,I1,-160
07/16/19 04:27:44 PM,L1,I6,-40
07/16/19 04:27:53 PM,L1,I5,-80
07/16/19 04:28:20 PM,L1,I7,-30
07/16/19 04:47:31 PM,L1,I1,-40
07/16/19 07:49:30 PM,L1,I6,-40
07/16/19 07:50:59 PM,L1,I3,-200
07/16/19 07:51:06 PM,L1,I1,-80
07/16/19 07:51:38 PM,L1,I10,-80
07/16/19 07:52:07 PM,L1,I9,-80
07/16/19 07:52:30 PM,L1,I5,-40
07/16/19 07:53:48 PM,L1,I7,-30
07/16/20 04:55:31 PM,L1,I6,-120
07/16/20 04:55:41 PM,L1,I9,-80
07/16/20 04:56:10 PM,L1,I2,-33
07/16/20 04:56:17 PM,L1,I4,-100
07/16/20 04:56:26 PM,L1,I3,-100
07/16/20 05:04:52 PM,L1,I1,-40
07/16/20 05:07:28 PM,L1,I1,-80
07/16/20 05:07:41 PM,L1,I10,-120
07/17/18 01:38:15 PM,L1,I8,-80
07/17/18 01:38:31 PM,L1,I5,-80
07/17/18 01:38:37 PM,L1,I1,-40
07/17/18 01:39:43 PM,L1,I7,-30
07/17/18 05:31:47 PM,L1,I9,-32
07/17/19 07:47:36 PM,L1,I3,-100
07/17/19 07:47:42 PM,L1,I4,-100
07/17/21 01:15:58 PM,L1,I10,-160
07/17/21 01:16:06 PM,L1,I8,-40
07/18/18 01:46:20 PM,L1,I1,-120
07/18/18 01:56:40 PM,L1,I1,-40
07/18/18 01:56:48 PM,L1,I3,-100
07/18/18 02:03:34 PM,L1,I4,-100
07/18/18 02:03:42 PM,L1,I3,-100
07/18/19 04:23:02 PM,L1,I1,-80
07/18/19 04:23:31 PM,L1,I7,-30
07/18/19 05:25:51 PM,L1,I1,-80
07/18/19 05:26:01 PM,L1,I6,-80
07/18/19 05:26:37 PM,L1,I10,-80
07/18/19 05:28:10 PM,L1,I7,-30
07/18/19 05:38:58 PM,L1,I2,-40
07/18/19 05:39:49 PM,L1,I3,-100
07/19/18 01:36:52 PM,L1,I5,-120
07/19/18 01:37:07 PM,L1,I6,-80
07/19/18 01:41:31 PM,L1,I6,-80
07/19/18 01:41:38 PM,L1,I5,-80
07/19/18 01:41:44 PM,L1,I2,-40
07/19/18 01:45:07 PM,L1,I4,-100
07/19/18 01:45:19 PM,L1,I3,-100
07/19/19 04:57:20 PM,L1,I1,-120
07/19/19 04:57:48 PM,L1,I8,-80
07/19/19 04:58:08 PM,L1,I10,-40
07/19/19 04:58:14 PM,L1,I9,-40
07/19/19 04:58:38 PM,L1,I6,-80
07/19/21 02:07:47 PM,L1,I3,-200
07/19/21 06:40:20 PM,L1,I9,-217
07/20/18 03:09:44 PM,L1,I10,-40
07/20/18 09:41:32 AM,L1,I5,-120
07/20/18 09:41:47 AM,L1,I6,-80
07/20/20 01:48:58 PM,L1,I1,-80
07/20/20 01:49:06 PM,L1,I9,-80
07/20/20 02:04:24 PM,L1,I1,-120
07/20/20 02:17:07 PM,L1,I3,-100
07/20/20 12:45:48 PM,L1,I1,-120
07/20/20 12:48:35 PM,L1,I10,-80
07/20/20 12:50:22 PM,L1,I4,-100
07/20/20 12:50:28 PM,L1,I3,-100
07/20/21 07:05:56 PM,L1,I1,-40
07/20/21 07:06:05 PM,L1,I7,-30
07/20/21 07:06:17 PM,L1,I10,-80
07/20/21 07:06:25 PM,L1,I8,-40
07/20/21 07:34:34 PM,L1,I9,-120
07/21/20 01:24:24 PM,L1,I1,-160
07/21/20 01:24:33 PM,L1,I10,-120
07/21/20 01:24:44 PM,L1,I5,-80
07/21/20 01:24:50 PM,L1,I9,-20
07/21/20 01:24:57 PM,L1,I8,-80
07/21/20 01:37:54 PM,L1,I2,-41
07/21/21 05:21:48 PM,L1,I4,-100
07/21/21 10:04:52 AM,L1,I9,-80
07/21/21 10:05:59 AM,L1,I8,-120
07/21/21 11:57:32 AM,L1,I9,-40
07/21/21 12:05:40 PM,L1,I1,-160
07/21/21 12:06:00 PM,L1,I10,-160
07/21/21 12:07:01 PM,L1,I8,-40
07/22/20 06:31:30 PM,L1,I10,-80
07/22/20 06:31:36 PM,L1,I6,-80
07/22/20 06:31:45 PM,L1,I1,-80
07/22/20 06:32:03 PM,L1,I9,-40
07/22/20 09:30:44 AM,L1,I1,-40
07/22/20 09:30:58 AM,L1,I10,-40
07/22/20 09:31:13 AM,L1,I6,-40
07/23/18 06:01:05 PM,L1,I1,-120
07/23/18 07:55:28 PM,L1,I5,-40
07/23/18 07:55:48 PM,L1,I3,-100
07/23/19 07:08:16 PM,L1,I1,-120
07/23/19 07:09:02 PM,L1,I10,-80
07/23/19 07:09:25 PM,L1,I7,-30
07/23/19 07:09:33 PM,L1,I9,-40
07/23/19 07:10:13 PM,L1,I1,-80
07/23/19 07:10:21 PM,L1,I6,-40
07/23/19 07:21:03 PM,L1,I2,-40
07/23/19 07:24:45 PM,L1,I4,-100
07/23/20 10:10:20 AM,L1,I1,-40
07/23/20 10:10:28 AM,L1,I6,-80
07/23/20 12:12:56 PM,L1,I2,-40
07/23/20 12:13:03 PM,L1,I3,-100
07/23/21 03:10:56 PM,L1,I1,-160
07/23/21 11:12:16 AM,L1,I8,-40
07/23/21 11:13:07 AM,L1,I1,-40
07/23/21 11:21:49 AM,L1,I10,-80
07/24/18 07:33:30 PM,L1,I1,-120
07/24/18 07:33:45 PM,L1,I5,-120
07/24/18 07:33:52 PM,L1,I6,-80
07/24/19 06:23:02 PM,L1,I6,-120
07/24/19 06:23:26 PM,L1,I1,-120
07/24/19 06:24:03 PM,L1,I3,-200
07/24/19 06:24:12 PM,L1,I2,-40
07/24/19 06:44:26 PM,L1,I1,-120
07/24/19 06:44:39 PM,L1,I9,-80
07/24/19 06:44:45 PM,L1,I10,-80
07/24/19 06:44:59 PM,L1,I5,-40
07/24/19 06:45:05 PM,L1,I7,-30
07/25/18 07:37:30 PM,L1,I1,-80
07/25/18 07:38:28 PM,L1,I5,-120
07/25/18 07:51:13 PM,L1,I3,-100
07/25/18 07:53:35 PM,L1,I3,-100
07/25/19 10:28:07 AM,L1,I7,-61
07/25/19 10:28:24 AM,L1,I1,-80
07/25/19 10:28:32 AM,L1,I6,-80
07/25/19 10:28:40 AM,L1,I10,-40
07/25/19 10:28:49 AM,L1,I9,-80
07/25/19 10:34:53 AM,L1,I10,-40
07/25/19 10:35:01 AM,L1,I1,-40
07/25/20 03:40:29 PM,L1,I1,-160
07/25/20 03:41:13 PM,L1,I10,-80
07/26/18 01:51:00 PM,L1,I2,-40
07/26/18 04:22:16 PM,L1,I4,-100
07/26/18 04:22:34 PM,L1,I3,-100
07/26/18 04:22:49 PM,L1,I1,-80
07/26/18 04:22:56 PM,L1,I8,-80
07/26/21 10:05:56 AM,L1,I4,-100
07/27/19 12:25:26 PM,L1,I1,-120
07/27/19 12:28:47 PM,L1,I4,-100
07/27/19 12:32:43 PM,L1,I1,-160
07/27/19 12:32:51 PM,L1,I10,-80
07/27/19 12:33:26 PM,L1,I5,-80
07/27/19 12:33:33 PM,L1,I6,-80
07/27/19 12:33:48 PM,L1,I7,-27.8
07/27/19 12:34:22 PM,L1,I2,-40
07/27/19 12:37:12 PM,L1,I1,-80
07/27/21 01:14:07 PM,L1,I3,-34.1
07/27/21 01:14:16 PM,L1,I4,-37.5
07/27/21 01:42:40 PM,L1,I1,-200
07/27/21 01:42:51 PM,L1,I7,-65.3
07/27/21 01:43:00 PM,L1,I6,-120
07/27/21 01:43:23 PM,L1,I10,-80
07/27/21 01:43:42 PM,L1,I8,-117.8
07/27/21 01:44:34 PM,L1,I5,-40
07/28/20 04:55:49 PM,L1,I6,-40
07/28/20 04:56:20 PM,L1,I1,-160
07/28/20 04:56:27 PM,L1,I10,-120
07/28/20 04:56:42 PM,L1,I3,-1000
07/28/20 04:59:01 PM,L1,I4,-100
07/28/20 05:04:58 PM,L1,I4,-100
07/28/20 05:05:04 PM,L1,I3,-100
07/28/21 05:16:07 PM,L1,I8,-40
07/28/21 06:48:53 PM,L1,I1,-40
07/28/21 06:52:28 PM,L1,I3,-100
07/28/21 07:02:23 PM,L1,I4,-100
07/28/21 07:02:33 PM,L1,I3,-100
07/28/21 07:07:11 PM,L1,I10,-160
07/28/21 07:07:19 PM,L1,I1,-160
07/28/21 07:07:43 PM,L1,I6,-160
07/28/21 07:07:51 PM,L1,I8,-80
07/29/19 06:55:25 PM,L1,I1,-40
07/29/19 06:57:25 PM,L1,I3,-100
07/29/19 07:00:20 PM,L1,I3,-100
07/29/19 07:58:02 PM,L1,I1,-120
07/29/20 01:39:22 PM,L1,I1,-80
07/29/20 01:39:29 PM,L1,I6,-40
07/29/20 01:44:44 PM,L1,I8,-40
07/29/20 01:46:10 PM,L1,I6,-40
07/29/20 02:25:32 PM,L1,I2,-40
07/29/20 02:25:39 PM,L1,I3,-100
07/30/18 01:47:40 PM,L1,I1,-40
07/30/18 01:49:03 PM,L1,I5,-120
07/30/18 01:49:24 PM,L1,I6,-80
07/30/18 01:57:21 PM,L1,I3,-100
07/30/18 07:19:34 PM,L1,I1,-120
07/30/19 06:42:05 PM,L1,I1,-120
07/30/19 06:43:43 PM,L1,I10,-120
07/30/19 12:27:35 PM,L1,I10,-120
07/30/19 12:48:03 PM,L1,I3,-100
07/30/19 12:48:09 PM,L1,I4,-100
07/30/20 02:15:37 PM,L1,I1,-120
07/30/20 02:15:48 PM,L1,I6,-120
07/30/20 02:16:16 PM,L1,I7,-60
07/31/18 04:09:44 PM,L1,I2,-45
07/31/18 04:49:52 PM,L1,I5,-80
07/31/18 04:50:02 PM,L1,I1,-40
07/31/18 04:50:52 PM,L1,I8,-40
07/31/18 04:51:30 PM,L1,I4,-100
07/31/18 07:56:43 PM,L1,I6,-80
07/31/18 07:56:50 PM,L1,I5,-80
07/31/19 07:12:28 PM,L1,I7,-30
07/31/19 07:47:51 PM,L1,I9,-40
07/31/19 12:28:25 PM,L1,I1,-40
07/31/19 12:28:32 PM,L1,I9,-40
07/31/19 12:31:02 PM,L1,I2,-45
07/31/19 12:35:12 PM,L1,I6,-120
07/31/19 12:35:19 PM,L1,I5,-80
07/31/19 12:35:26 PM,L1,I1,-120
07/31/20 07:10:34 PM,L1,I1,-200
07/31/20 07:10:42 PM,L1,I7,-30
07/31/20 07:10:50 PM,L1,I9,-40
07/31/20 07:10:56 PM,L1,I10,-80
07/31/20 07:11:13 PM,L1,I2,-40
07/31/20 07:14:21 PM,L1,I6,-80
07/31/20 07:14:34 PM,L1,I5,-40
07/31/20 07:17:05 PM,L1,I1,-40
07/31/20 07:17:33 PM,L1,I5,-40
07/31/20 07:17:38 PM,L1,I6,-40
07/31/21 04:28:44 PM,L1,I1,-120
07/31/21 04:28:53 PM,L1,I8,-40
07/31/21 04:57:35 PM,L1,I1,-120
07/31/21 04:58:42 PM,L1,I6,-40
07/31/21 04:59:16 PM,L1,I4,-100
07/31/21 04:59:27 PM,L1,I3,-100
08/01/18 05:54:09 PM,L1,I6,-40
08/01/18 05:59:39 PM,L1,I1,-120
08/01/18 06:00:04 PM,L1,I5,-80
08/01/18 06:00:59 PM,L1,I3,-100
08/01/18 06:02:55 PM,L1,I3,-100
08/01/19 03:25:05 PM,L1,I1,-120
08/01/19 03:26:16 PM,L1,I10,-80
08/01/19 03:34:39 PM,L1,I1,-40
08/01/19 03:34:59 PM,L1,I5,-40
08/01/19 03:43:50 PM,L1,I4,-40
08/01/20 01:46:20 PM,L1,I2,-26.5
08/01/20 01:46:51 PM,L1,I4,-100
08/01/20 01:47:15 PM,L1,I3,-100
08/01/20 01:47:51 PM,L1,I1,-80
08/02/18 01:02:26 PM,L1,I7,-30
08/02/18 01:02:44 PM,L1,I1,-120
08/02/18 12:53:25 PM,L1,I3,-100
08/02/18 12:53:51 PM,L1,I4,-100
08/02/19 02:58:31 PM,L1,I1,-80
08/02/19 02:58:39 PM,L1,I10,-40
08/02/19 02:58:53 PM,L1,I7,-31
08/02/19 12:38:41 PM,L1,I1,-80
08/02/19 12:46:50 PM,L1,I6,-80
08/02/21 10:33:33 AM,L1,I3,-100
08/02/21 10:33:50 AM,L1,I4,-100
08/02/21 11:42:21 AM,L1,I7,-30
08/02/21 11:45:13 AM,L1,I8,-160
08/02/21 11:45:20 AM,L1,I1,-160
08/02/21 11:45:49 AM,L1,I6,-80
08/02/21 11:47:04 AM,L1,I10,-80
08/02/21 11:47:14 AM,L1,I1,-160
08/03/18 12:19:25 PM,L1,I5,-80
08/03/18 12:19:31 PM,L1,I6,-4
08/03/20 04:40:52 PM,L1,I1,-160
08/03/20 04:41:08 PM,L1,I10,-120
08/03/20 04:41:17 PM,L1,I9,-80
08/03/20 04:41:25 PM,L1,I6,-40
08/03/20 04:42:12 PM,L1,I5,-40
08/03/21 07:39:50 PM,L1,I2,-39.375
08/03/21 07:42:00 PM,L1,I1,-160
08/03/21 07:46:11 PM,L1,I1,-40
08/03/21 07:46:18 PM,L1,I8,-40
08/03/21 07:46:59 PM,L1,I2,-40
08/03/21 07:47:13 PM,L1,I8,-80
08/03/21 07:47:51 PM,L1,I1,-120
08/04/20 01:24:35 PM,L1,I2,-30
08/04/20 01:24:43 PM,L1,I3,-100
08/04/20 01:24:51 PM,L1,I4,-100
08/04/21 07:19:00 PM,L1,I3,-100
08/04/21 07:19:08 PM,L1,I5,-80
08/04/21 07:29:40 PM,L1,I10,-120
08/04/21 07:29:50 PM,L1,I7,-26.3
08/04/21 07:47:27 PM,L1,I4,-100
08/04/21 07:50:12 PM,L1,I10,-120
08/04/21 07:50:24 PM,L1,I6,-80
08/05/19 03:26:38 PM,L1,I3,-200
08/05/19 03:27:20 PM,L1,I2,-40
08/05/19 03:29:51 PM,L1,I1,-160
08/05/19 03:30:18 PM,L1,I6,-80
08/05/19 03:31:16 PM,L1,I9,-40
08/05/19 07:29:32 PM,L1,I7,-30
08/05/19 07:43:08 PM,L1,I1,-120
08/05/19 07:43:15 PM,L1,I10,-120
08/05/19 07:43:22 PM,L1,I9,-40
08/05/20 04:56:18 PM,L1,I2,-40
08/05/20 04:57:42 PM,L1,I1,-120
08/05/20 05:02:59 PM,L1,I8,-80
08/05/20 05:03:23 PM,L1,I10,-40
08/05/21 02:15:48 PM,L1,I4,-200
08/05/21 02:27:40 PM,L1,I8,-40
08/06/18 07:33:12 PM,L1,I3,-100
08/06/18 07:41:58 PM,L1,I8,-40
08/06/18 07:42:28 PM,L1,I6,-40
08/06/18 07:42:35 PM,L1,I1,-120
08/06/18 07:43:07 PM,L1,I5,-120
08/06/19 06:51:19 PM,L1,I1,-40
08/06/19 06:51:38 PM,L1,I3,-100
08/06/20 03:58:41 PM,L1,I3,-100
08/06/20 03:59:11 PM,L1,I1,-80
08/06/20 03:59:19 PM,L1,I10,-120
08/06/20 06:54:38 PM,L1,I4,-100
08/07/18 05:57:29 PM,L1,I1,-80
08/07/18 05:57:38 PM,L1,I6,-40
08/07/18 06:01:19 PM,L1,I2,-40
08/07/18 07:35:56 PM,L1,I7,-30
08/07/18 07:36:04 PM,L1,I1,-40
08/07/18 07:40:06 PM,L1,I3,-40
08/07/19 03:11:10 PM,L1,I7,-30
08/07/19 03:11:25 PM,L1,I1,-160
08/07/19 07:16:41 PM,L1,I9,-80
08/07/19 07:34:15 PM,L1,I2,-40
08/07/20 04:28:32 PM,L1,I8,-40
08/07/20 04:28:55 PM,L1,I1,-120
08/07/20 04:29:02 PM,L1,I9,-80
08/07/20 04:29:08 PM,L1,I10,-80
08/07/20 04:29:33 PM,L1,I6,-40
08/07/21 02:19:42 PM,L1,I1,-240
08/07/21 02:19:54 PM,L1,I9,-150
08/07/21 02:24:08 PM,L1,I1,-40
08/07/21 02:30:34 PM,L1,I9,-120
08/07/21 02:30:46 PM,L1,I10,-120
08/08/18 04:42:17 PM,L1,I4,-100
08/08/18 04:59:21 PM,L1,I6,-80
08/08/18 04:59:28 PM,L1,I1,-80
08/08/18 04:59:54 PM,L1,I5,-80
08/08/18 05:11:23 PM,L1,I3,-100
08/08/19 04:47:30 PM,L1,I3,-100
08/08/19 04:47:37 PM,L1,I4,-100
08/08/19 07:36:43 PM,L1,I6,-80
08/08/19 07:36:52 PM,L1,I1,-160
08/08/19 07:37:04 PM,L1,I5,-80
08/08/19 07:37:13 PM,L1,I10,-120
08/08/19 07:37:39 PM,L1,I3,-100
08/08/19 07:37:52 PM,L1,I8,-40
08/09/18 06:53:35 PM,L1,I1,-80
08/09/18 06:53:49 PM,L1,I5,-40
08/09/18 06:54:07 PM,L1,I2,-40
08/09/18 07:15:26 PM,L1,I5,-80
08/09/21 04:29:39 PM,L1,I9,-150
08/09/21 04:29:45 PM,L1,I1,-120
08/09/21 04:29:57 PM,L1,I6,-80
08/09/21 06:45:03 PM,L1,I3,-200
08/09/21 06:45:13 PM,L1,I2,-40
08/09/21 06:45:57 PM,L1,I2,-40
08/09/21 06:48:19 PM,L1,I9,-150
08/09/21 06:48:36 PM,L1,I1,-40
08/09/21 06:49:22 PM,L1,I8,-80
08/10/19 04:28:58 PM,L1,I1,-120
08/10/19 04:29:07 PM,L1,I9,-120
08/10/19 04:29:13 PM,L1,I10,-80
08/10/20 02:24:41 PM,L1,I3,-200
08/10/20 02:36:25 PM,L1,I10,-120
08/10/20 02:36:32 PM,L1,I9,-80
08/10/20 02:36:42 PM,L1,I1,-120
08/10/20 02:41:00 PM,L1,I3,-100
08/10/20 08:02:59 PM,L1,I10,-40
08/10/20 08:03:31 PM,L1,I1,-40
08/10/21 07:07:54 PM,L1,I1,-160
08/10/21 07:08:01 PM,L1,I7,-80
08/10/21 07:08:08 PM,L1,I10,-80
08/10/21 07:08:23 PM,L1,I6,-80
08/10/21 07:08:30 PM,L1,I9,-150
08/10/21 07:15:05 PM,L1,I3,-100
08/10/21 07:18:43 PM,L1,I3,-100
08/10/21 07:18:49 PM,L1,I4,-100
08/11/20 04:51:07 PM,L1,I3,-100
08/11/20 04:51:29 PM,L1,I1,-80
08/11/20 04:51:53 PM,L1,I6,-40
08/11/20 04:52:33 PM,L1,I5,-40
08/11/20 04:55:34 PM,L1,I2,-40
08/11/20 04:55:41 PM,L1,I4,-100
08/11/21 06:35:03 PM,L1,I4,-100
08/11/21 06:39:40 PM,L1,I2,-39.5
08/11/21 06:41:02 PM,L1,I10,-120
08/11/21 06:41:10 PM,L1,I1,-160
08/12/19 03:51:41 PM,L1,I2,-40
08/12/19 03:51:50 PM,L1,I3,-100
08/12/19 03:52:00 PM,L1,I4,-100
08/12/19 03:53:25 PM,L1,I1,-160
08/12/19 03:53:33 PM,L1,I10,-80
08/12/19 03:54:16 PM,L1,I2,-40
08/12/19 07:30:58 PM,L1,I6,-80
08/12/20 04:07:45 PM,L1,I1,-200
08/12/20 04:16:51 PM,L1,I3,-100
08/12/21 06:00:45 PM,L1,I4,-200
08/12/21 06:00:56 PM,L1,I2,-36
08/12/21 06:10:45 PM,L1,I1,-160
08/12/21 06:10:52 PM,L1,I10,-80
08/12/21 06:11:37 PM,L1,I6,-120
08/12/21 06:11:51 PM,L1,I8,-80
08/12/21 06:12:46 PM,L1,I9,-120
08/12/21 06:13:50 PM,L1,I8,-40
08/12/21 06:13:58 PM,L1,I1,-40
08/12/21 12:41:34 PM,L1,I4,-200
08/13/18 07:32:52 PM,L1,I5,-40
08/13/18 07:33:26 PM,L1,I1,-120
08/13/19 07:03:53 PM,L1,I1,-160
08/13/20 01:44:28 PM,L1,I6,-120
08/13/20 01:44:35 PM,L1,I1,-120
08/13/20 01:44:43 PM,L1,I10,-120
08/13/20 01:45:03 PM,L1,I9,-120
08/13/20 01:52:51 PM,L1,I1,-160
08/13/20 01:53:26 PM,L1,I9,-120
08/13/20 07:49:35 PM,L1,I2,-37
08/13/20 07:50:59 PM,L1,I8,-120
08/14/18 01:23:34 PM,L1,I3,-100
08/14/18 02:04:06 PM,L1,I1,-120
08/14/18 02:04:32 PM,L1,I6,-40
08/14/18 02:05:06 PM,L1,I10,-40
08/14/18 02:05:15 PM,L1,I9,-40
08/14/18 02:05:33 PM,L1,I5,-40
08/14/18 02:37:10 PM,L1,I6,-40
08/14/18 03:49:23 PM,L1,I4,-100
08/14/18 05:02:40 PM,L1,I3,-100
08/14/18 05:02:47 PM,L1,I2,-40
08/14/18 07:11:12 PM,L1,I10,-80
08/14/18 07:11:21 PM,L1,I9,-40
08/14/18 07:11:30 PM,L1,I8,-80
08/14/18 07:12:12 PM,L1,I1,-120
08/14/18 12:57:08 PM,L1,I4,-100
08/14/19 07:52:37 PM,L1,I1,-80
08/14/19 07:52:49 PM,L1,I10,-120
08/14/19 12:17:00 PM,L1,I2,-41.148
08/14/19 12:25:14 PM,L1,I6,-80
08/14/19 12:25:28 PM,L1,I1,-160
08/14/20 04:26:11 PM,L1,I10,-120
08/15/18 05:24:04 PM,L1,I3,-100
08/15/19 01:48:48 PM,L1,I1,-160
08/15/19 01:48:57 PM,L1,I10,-80
08/15/19 01:53:27 PM,L1,I3,-200
08/15/19 07:07:00 PM,L1,I6,-80
08/15/19 07:07:10 PM,L1,I7,-30
08/16/18 06:40:51 PM,L1,I3,-100
08/16/18 06:45:41 PM,L1,I4,-100
08/16/18 06:54:20 PM,L1,I1,-120
08/16/18 06:54:33 PM,L1,I5,-80
08/16/18 06:54:40 PM,L1,I6,-80
08/16/18 06:54:47 PM,L1,I10,-80
08/16/18 06:54:57 PM,L1,I9,-80
08/16/18 06:55:11 PM,L1,I3,-100
08/16/18 06:55:22 PM,L1,I2,-45
08/16/18 08:13:39 PM,L1,I1,-120
08/16/18 08:42:55 AM,L1,I5,-40
08/16/21 07:43:48 PM,L1,I1,-80
08/16/21 07:43:57 PM,L1,I6,-80
08/16/21 07:44:07 PM,L1,I7,-30
08/16/21 07:45:37 PM,L1,I3,-100
08/17/18 01:21:33 PM,L1,I3,-100
08/17/20 05:09:13 PM,L1,I1,-80
08/17/20 05:21:49 PM,L1,I1,-120
08/17/20 05:22:11 PM,L1,I6,-80
08/17/20 05:22:21 PM,L1,I9,-40
08/17/20 05:22:31 PM,L1,I10,-40
08/17/20 05:24:34 PM,L1,I3,-100
08/18/20 07:38:03 PM,L1,I2,-40
08/18/20 07:45:44 PM,L1,I4,-100
08/18/20 07:45:53 PM,L1,I3,-100
08/18/20 07:47:42 PM,L1,I8,-80
08/18/20 07:47:49 PM,L1,I6,-120
08/18/20 07:47:57 PM,L1,I1,-120
08/18/21 07:28:00 PM,L1,I1,-40
08/18/21 07:43:22 PM,L1,I9,-50
08/18/21 07:44:14 PM,L1,I6,-80
08/18/21 07:44:21 PM,L1,I10,-80
08/18/21 07:44:43 PM,L1,I9,-80
08/18/21 07:45:02 PM,L1,I1,-80
08/18/21 07:46:52 PM,L1,I7,-32.9
08/18/21 07:48:24 PM,L1,I5,-40
08/19/19 01:10:02 PM,L1,I2,-40
08/19/19 01:10:56 PM,L1,I4,-100
08/19/19 01:11:42 PM,L1,I9,-80
08/19/19 01:12:59 PM,L1,I1,-120
08/19/19 01:13:06 PM,L1,I10,-120
08/19/19 06:45:04 PM,L1,I4,-100
08/19/19 06:48:02 PM,L1,I7,-30
08/19/19 07:01:59 PM,L1,I1,-160
08/19/19 07:02:06 PM,L1,I6,-80
08/19/19 07:02:13 PM,L1,I8,-80
08/19/19 07:02:47 PM,L1,I3,-100
08/19/20 02:26:55 PM,L1,I4,-100
08/19/20 02:27:09 PM,L1,I1,-80
08/19/20 02:27:35 PM,L1,I10,-120
08/19/20 02:31:56 PM,L1,I1,-160
08/19/20 02:32:08 PM,L1,I10,-120
08/19/20 02:32:18 PM,L1,I9,-20
08/20/18 05:09:49 PM,L1,I4,-100
08/20/18 05:32:12 PM,L1,I3,-100
08/20/18 05:34:59 PM,L1,I1,-120
08/20/18 05:35:14 PM,L1,I9,-80
08/20/18 05:35:52 PM,L1,I10,-40
08/20/18 05:39:39 PM,L1,I9,-40
08/20/18 07:29:14 PM,L1,I1,-40
08/20/19 04:46:00 PM,L1,I1,-120
08/20/19 04:46:12 PM,L1,I10,-80
08/20/19 06:54:32 PM,L1,I6,-80
08/20/19 06:54:40 PM,L1,I9,-80
08/20/20 02:53:52 PM,L1,I2,-40
08/20/20 02:53:59 PM,L1,I4,-100
08/20/21 01:11:24 PM,L1,I1,-40
08/20/21 01:11:59 PM,L1,I8,-81.7
08/20/21 01:14:37 PM,L1,I9,-80
08/20/21 01:48:13 PM,L1,I3,-200
08/20/21 01:48:21 PM,L1,I4,-100
08/20/21 01:58:42 PM,L1,I1,-80
08/21/18 07:05:05 PM,L1,I1,-80
08/21/18 07:05:14 PM,L1,I10,-40
08/21/18 07:05:26 PM,L1,I9,-35
08/21/18 07:06:00 PM,L1,I3,-200
08/21/18 07:32:11 PM,L1,I8,-80
08/21/18 07:32:27 PM,L1,I9,-80
08/21/18 07:32:41 PM,L1,I1,-80
08/21/18 07:33:11 PM,L1,I3,-100
08/21/19 06:32:30 PM,L1,I2,-40
08/21/19 06:39:41 PM,L1,I3,-100
08/21/19 06:44:34 PM,L1,I1,-200
08/21/19 06:44:45 PM,L1,I5,-80
08/21/21 03:30:21 PM,L1,I9,-120
08/21/21 03:30:33 PM,L1,I8,-80
08/21/21 03:30:53 PM,L1,I6,-120
08/21/21 03:31:09 PM,L1,I10,-120
08/21/21 03:34:23 PM,L1,I2,-40
08/22/18 05:00:48 PM,L1,I3,-200
08/22/18 05:02:20 PM,L1,I9,-120
08/22/18 05:02:28 PM,L1,I1,-120
08/22/18 05:27:39 PM,L1,I4,-200
08/22/18 05:28:25 PM,L1,I7,-30
